File,GT_Class,SVM_Pred,V2_1D_Pred,IsCorrect_SVM,IsCorrect_V2
sample_0101.json,palm_up,palm_up,PALM_UP,Yes,No
sample_0102.json,palm_up,palm_up,PALM_UP,Yes,No
sample_0103.json,palm_up,palm_up,PALM_UP,Yes,No
sample_0104.json,palm_up,palm_up,PALM_UP,Yes,No
sample_0105.json,palm_up,palm_up,PALM_UP,Yes,No
sample_0106.json,palm_up,palm_up,PALM_UP,Yes,No
sample_0107.json,palm_up,palm_up,PALM_UP,Yes,No
sample_0108.json,palm_up,palm_up,PALM_UP,Yes,No
sample_0109.json,palm_up,palm_up,PALM_UP,Yes,No
sample_0110.json,palm_up,palm_up,PALM_UP,Yes,No
sample_0111.json,palm_up,palm_up,PALM_UP,Yes,No
sample_0112.json,palm_up,palm_up,PALM_UP,Yes,No
sample_0113.json,palm_up,palm_up,PALM_UP,Yes,No
sample_0114.json,palm_up,palm_up,PALM_UP,Yes,No
sample_0073.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0074.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0075.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0076.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0077.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0078.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0079.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0080.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0081.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0082.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0083.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0084.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0085.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0086.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0087.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0088.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0089.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0090.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0091.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0092.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0093.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0094.json,thumbs_down,thumbs_down,THUMBS_DOWN,Yes,No
sample_0049.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0050.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0051.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0052.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0053.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0054.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0055.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0056.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0057.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0058.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0059.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0060.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0061.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0062.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0063.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0064.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0065.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0066.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0067.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0068.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0069.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0070.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0071.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
sample_0072.json,thumbs_up,thumbs_up,THUMBS_UP,Yes,No
